,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700911029966995456,700911029966995456,1455945186000,2016-02-20,08:43:06,430,2463165061,bourseiness,بورسینس,,توقف نمادهاي معاملاتي #سخزر ، #پلاسك ، #سنير ، #سبهان ، #كروي ، #تكنو…  http://goo.gl/fb/xrzXZi  #اخبار,[],['http://goo.gl/fb/xrzXZi'],[],0,0,0,"['#سخزر', '#پلاسك', '#سنير', '#سبهان', '#كروي', '#تكنو', '#اخبار']",[],https://twitter.com/bourseiness/status/700911029966995456,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,701637020578406400,701637020578406400,1456118276000,2016-02-22,08:47:56,430,2463165061,bourseiness,بورسینس,,#پلاسک توضيحات تکميلي در خصوص پيش بيني سال مالي ۱۳۹۵  http://goo.gl/fb/vnlks9  #اقتصاد #بورس,[],['http://goo.gl/fb/vnlks9'],[],0,0,0,"['#پلاسک', '#اقتصاد', '#بورس']",[],https://twitter.com/bourseiness/status/701637020578406400,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,708294014542483456,708294014542483456,1457705427000,2016-03-11,17:40:27,430,2463165061,bourseiness,بورسینس,,#پلاسک شرکت کارخانجات پلاسکوکار سايپا اولین پیش بینی درآمد هر سهم سال مالی منتهی…  http://goo.gl/fb/b6ikrq  #اقتصاد,[],['http://goo.gl/fb/b6ikrq'],[],0,0,0,"['#پلاسک', '#اقتصاد']",[],https://twitter.com/bourseiness/status/708294014542483456,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,708523589767716865,708523589767716865,1457760162000,2016-03-12,08:52:42,430,2463165061,bourseiness,بورسینس,,#پلاسک تحلیل در تایم فریم های کوتاه مدتی سهم در محدوده 1550ریال یک کف…  http://goo.gl/fb/ot9y53  #اقتصاد,[],['http://goo.gl/fb/ot9y53'],[],0,0,0,"['#پلاسک', '#اقتصاد']",[],https://twitter.com/bourseiness/status/708523589767716865,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,719018707146698753,719018707146698753,1460262393000,2016-04-10,08:56:33,430,2463165061,bourseiness,بورسینس,,نمادهای #خساپا، #وتوصا، #خمحور، #دانا، #تجار، #خاذین، #فنوال،#فمراد، #خکاوه، #پلاسک…  http://goo.gl/fb/vQWGyr  #اقتصاد,[],['http://goo.gl/fb/vQWGyr'],[],0,0,0,"['#خساپا', '#وتوصا', '#خمحور', '#دانا', '#تجار', '#خاذین', '#فنوال', '#فمراد', '#خکاوه', '#پلاسک', '#اقتصاد']",[],https://twitter.com/bourseiness/status/719018707146698753,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,719059266850709504,719059266850709504,1460272063000,2016-04-10,11:37:43,430,2463165061,bourseiness,بورسینس,,نمادهای #وپترو، #سپاها، #فنوال، #سدور، #پلاسک، #دلقما،#فمراد صف های خرید قدرتمندی…  http://goo.gl/fb/1W1jK2  #اقتصاد,[],['http://goo.gl/fb/1W1jK2'],[],0,0,0,"['#وپترو', '#سپاها', '#فنوال', '#سدور', '#پلاسک', '#دلقما', '#فمراد', '#اقتصاد']",[],https://twitter.com/bourseiness/status/719059266850709504,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,732429914876448769,732429914876448769,1463459874000,2016-05-17,09:07:54,430,2463165061,bourseiness,بورسینس,,پیش ازشروع برای #کپرور #کتوکا #ودی #حتاید #حفاری #بنیرو #پلاسک #حفارس صف خرید چیده…  http://goo.gl/fb/kRSEMK  #اقتصاد,[],['http://goo.gl/fb/kRSEMK'],[],0,0,0,"['#کپرور', '#کتوکا', '#ودی', '#حتاید', '#حفاری', '#بنیرو', '#پلاسک', '#حفارس', '#اقتصاد']",[],https://twitter.com/bourseiness/status/732429914876448769,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,733875537370873860,733875537370873860,1463804537000,2016-05-21,08:52:17,430,2463165061,bourseiness,بورسینس,,توقف نمادهاي معاملاتي #غدشت،#پلاسك،#وليز،#تپمپي،#پاسا،#ثشاهد،#سهگمت  http://goo.gl/fb/58Wtxo  #اقتصاد,[],['http://goo.gl/fb/58Wtxo'],[],0,0,0,"['#غدشت', '#پلاسك', '#وليز', '#تپمپي', '#پاسا', '#ثشاهد', '#سهگمت', '#اقتصاد']",[],https://twitter.com/bourseiness/status/733875537370873860,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,736783708988936193,736783708988936193,1464497899000,2016-05-29,09:28:19,430,2463165061,bourseiness,بورسینس,,#پلاسک گزارش فروش دو ماهه ابتدای سال ۹۵  http://goo.gl/fb/95WJ0n  #اقتصاد,[],['http://goo.gl/fb/95WJ0n'],[],0,0,0,"['#پلاسک', '#اقتصاد']",[],https://twitter.com/bourseiness/status/736783708988936193,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,736783713334267904,736783713334267904,1464497900000,2016-05-29,09:28:20,430,2463165061,bourseiness,بورسینس,,#پلاسک دلايل تعديل با اهميت زيان واقعي هر سهم نسبت به آخرين اطلاعات پيش…  http://goo.gl/fb/q8saBp  #اقتصاد,[],['http://goo.gl/fb/q8saBp'],[],0,0,0,"['#پلاسک', '#اقتصاد']",[],https://twitter.com/bourseiness/status/736783713334267904,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
