,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
0,0,0,0,0,0,0,700915600890191872,700915600890191872,1455946276000,2016-02-20,09:01:16,430,2463165061,bourseiness,بورسینس,,توقف نمادهاي معاملاتي #شلعاب، #كچاد، #خپارس، #غدشت، #سغرب، #كگاز  http://goo.gl/fb/zx9Gvc  #اخبار,[],['http://goo.gl/fb/zx9Gvc'],[],0,0,0,"['#شلعاب', '#كچاد', '#خپارس', '#غدشت', '#سغرب', '#كگاز', '#اخبار']",[],https://twitter.com/bourseiness/status/700915600890191872,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.997219443321228
1,1,1,1,1,1,1,704005743431782402,704004720021643264,1456683023000,2016-02-28,21:40:23,430,1934140790,hajehsan2,Ehsan,,سهام شركت هاي خودروسازي با نمادهاي #خساپا #خاور #خپارس با اقبال روبرو شدند و در ٢ ماه گذشته بيش از ١٠٠٪ رشد داشتند؛ البته رشد بيشتر در راهه!,[],[],[],0,0,4,"['#خساپا', '#خاور', '#خپارس']",[],https://twitter.com/hajehsan2/status/704005743431782402,False,,0,,,,,,,"[{'user_id': '1934140790', 'username': 'hajehsan2'}]",,,,,0.7940745949745178
2,2,2,2,2,2,2,704215991467778049,704215991467778049,1456733150000,2016-02-29,11:35:50,430,2463165061,bourseiness,بورسینس,,🗣شایعات و شنیده ها #خساپا #وساپا #خپارس #خزامیا سازمان بورس درحال بررسی موارد…  http://goo.gl/fb/gd1Uyn  #اقتصاد,[],['http://goo.gl/fb/gd1Uyn'],[],0,0,0,"['#خساپا', '#وساپا', '#خپارس', '#خزامیا', '#اقتصاد']",[],https://twitter.com/bourseiness/status/704215991467778049,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.8631510734558105
3,3,3,3,3,3,3,706016343942930432,706016343942930432,1457162388000,2016-03-05,10:49:48,430,2463165061,bourseiness,بورسینس,,#خپارس مدیرعامل گروه خودروسازی سایپا با بیان اینکه مذاکرات با رنو برای شراکت به…  http://goo.gl/fb/fJefto  #اقتصاد,[],['http://goo.gl/fb/fJefto'],[],0,0,0,"['#خپارس', '#اقتصاد']",[],https://twitter.com/bourseiness/status/706016343942930432,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.1350189596414566
4,4,4,4,4,4,4,706381937301196800,706381937301196800,1457249552000,2016-03-06,11:02:32,430,2463165061,bourseiness,بورسینس,,بازگشايي نمادهاي معاملاتي #كساپا،#كگاز،#تمحركه،#غشصفا،#فاسمين،#پتاير،#خپارس  http://goo.gl/fb/Ve32jA  #اقتصاد,[],['http://goo.gl/fb/Ve32jA'],[],0,0,0,"['#كساپا', '#كگاز', '#تمحركه', '#غشصفا', '#فاسمين', '#پتاير', '#خپارس', '#اقتصاد']",[],https://twitter.com/bourseiness/status/706381937301196800,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9894742369651794
5,5,5,5,5,5,5,706385484864421888,706385484864421888,1457250398000,2016-03-06,11:16:38,430,2463165061,bourseiness,بورسینس,,بازگشایی #خپارس  http://goo.gl/fb/50u8cK  #اقتصاد,[],['http://goo.gl/fb/50u8cK'],[],0,0,0,"['#خپارس', '#اقتصاد']",[],https://twitter.com/bourseiness/status/706385484864421888,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.6966872811317444
6,6,6,6,6,6,6,706392491659030528,706392491659030528,1457252068000,2016-03-06,11:44:28,430,2463165061,bourseiness,بورسینس,,#خپارس با 40 درصد مثبت بازگشایی شد  http://goo.gl/fb/tGYHmR  #اقتصاد,[],['http://goo.gl/fb/tGYHmR'],[],0,0,0,"['#خپارس', '#اقتصاد']",[],https://twitter.com/bourseiness/status/706392491659030528,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.5204851031303406
7,7,7,7,7,7,7,706396873909805056,706396873909805056,1457253113000,2016-03-06,12:01:53,430,2463165061,bourseiness,بورسینس,,#خپارس هفتگی تعدیل نشده  http://goo.gl/fb/ij6sjV  #اقتصاد,[],['http://goo.gl/fb/ij6sjV'],[],0,0,0,"['#خپارس', '#اقتصاد']",[],https://twitter.com/bourseiness/status/706396873909805056,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9296991229057312
8,8,8,8,8,8,8,707077045407326208,707077045407326208,1457415279000,2016-03-08,09:04:39,430,2463165061,bourseiness,بورسینس,,#خپارس همانطور که در تایم فریم هفتگی می توان مشاهده کرد سهم در یک…  http://goo.gl/fb/oQolOn  #اقتصاد,[],['http://goo.gl/fb/oQolOn'],[],0,0,0,"['#خپارس', '#اقتصاد']",[],https://twitter.com/bourseiness/status/707077045407326208,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.4745616614818573
9,9,9,9,9,9,9,709608834831093760,709608834831093760,1458018904000,2016-03-15,08:45:04,430,2463165061,bourseiness,بورسینس,,#خپارس همچنان پرتقاضاترین سهم گروه خودرویی میباشد  http://goo.gl/fb/B9YUpe  #اقتصاد,[],['http://goo.gl/fb/B9YUpe'],[],0,0,0,"['#خپارس', '#اقتصاد']",[],https://twitter.com/bourseiness/status/709608834831093760,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9667539596557616
